0	2.35132E-12	-316	-18.2216
0.00194174783276663	-0.613588	-315.994	-18.2163
0.00388349566553327	-1.22715	-315.976	-18.2109
0.0058252434982999	-1.84067	-315.946	-18.2054
0.00776699133106654	-2.45412	-315.905	-18.1997
0.00970873916383317	-3.06748	-315.851	-18.1939
0.0116504869965998	-3.68072	-315.786	-18.1879
0.0135922348293664	-4.29383	-315.709	-18.1818
0.0155339826621331	-4.90677	-315.619	-18.1755
0.0174757304948997	-5.51952	-315.518	-18.1691
0.0194174783276663	-6.13207	-315.405	-18.1624
0.021359226160433	-6.74439	-315.28	-18.1556
0.0233009739931996	-7.35646	-315.144	-18.1487
0.0252427218259662	-7.96824	-314.995	-18.1415
0.0271844696587329	-8.57973	-314.835	-18.1342
0.0291262174914995	-9.1909	-314.663	-18.1267
0.0310679653242661	-9.80171	-314.478	-18.119
0.0330097131570328	-10.4122	-314.282	-18.1112
0.0349514609897994	-11.0222	-314.075	-18.1031
0.0368932088225661	-11.6319	-313.855	-18.0949
0.0388349566553327	-12.2411	-313.624	-18.0864
0.0407767044880993	-12.8498	-313.38	-18.0778
0.042718452320866	-13.4581	-313.125	-18.069
0.0446602001536326	-14.0658	-312.858	-18.06
0.0466019479863992	-14.673	-312.58	-18.0508
0.0485436958191659	-15.2797	-312.289	-18.0414
0.0504854436519325	-15.8858	-311.987	-18.0319
0.0524271914846991	-16.4913	-311.673	-18.0221
0.0543689393174658	-17.0962	-311.348	-18.0122
0.0563106871502324	-17.7004	-311.01	-18.002
0.058252434982999	-18.304	-310.661	-17.9917
0.0601941828157657	-18.9069	-310.301	-17.9812
0.0621359306485323	-19.509	-309.928	-17.9705
0.0640776784812989	-20.1105	-309.544	-17.9596
0.0660194263140656	-20.7111	-309.148	-17.9486
0.0679611741468322	-21.311	-308.741	-17.9373
0.0699029219795988	-21.9101	-308.322	-17.9259
0.0718446698123655	-22.5084	-307.891	-17.9142
0.0737864176451321	-23.1058	-307.449	-17.9024
0.0757281654778987	-23.7024	-306.995	-17.8904
0.0776699133106654	-24.298	-306.53	-17.8783
0.079611661143432	-24.8928	-306.053	-17.8659
0.0815534089761986	-25.4866	-305.565	-17.8534
0.0834951568089653	-26.0794	-305.065	-17.8407
0.0854369046417319	-26.6713	-304.553	-17.8278
0.0873786524744985	-27.2621	-304.03	-17.8147
0.0893204003072652	-27.852	-303.496	-17.8015
0.0912621481400318	-28.4408	-302.95	-17.7881
0.0932038959727984	-29.0285	-302.393	-17.7745
0.0951456438055651	-29.6151	-301.825	-17.7607
0.0970873916383317	-30.2006	-301.245	-17.7468
0.0990291394710983	-30.785	-300.653	-17.7327
0.100970887303865	-31.3682	-300.051	-17.7184
0.102912635136632	-31.9502	-299.437	-17.704
0.104854382969398	-32.531	-298.812	-17.6893
0.106796130802165	-33.1106	-298.176	-17.6746
0.108737878634932	-33.689	-297.528	-17.6596
0.110679626467698	-34.2661	-296.869	-17.6445
0.112621374300465	-34.8419	-296.199	-17.6292
0.114563122133231	-35.4164	-295.518	-17.6138
0.116504869965998	-35.9895	-294.826	-17.5981
0.118446617798765	-36.5613	-294.122	-17.5824
0.120388365631531	-37.1317	-293.408	-17.5664
0.122330113464298	-37.7007	-292.682	-17.5503
0.124271861297065	-38.2683	-291.946	-17.534
0.126213609129831	-38.8345	-291.198	-17.5176
0.128155356962598	-39.3992	-290.44	-17.501
0.130097104795364	-39.9624	-289.671	-17.4842
0.132038852628131	-40.5241	-288.89	-17.4673
0.133980600460898	-41.0843	-288.099	-17.4502
0.135922348293664	-41.643	-287.297	-17.433
0.137864096126431	-42.2	-286.484	-17.4155
0.139805843959198	-42.7555	-285.661	-17.398
0.141747591791964	-43.3094	-284.826	-17.3802
0.143689339624731	-43.8616	-283.981	-17.3623
0.145631087457498	-44.4122	-283.125	-17.3443
0.147572835290264	-44.9611	-282.259	-17.326
0.149514583123031	-45.5084	-281.382	-17.3076
0.151456330955797	-46.0539	-280.494	-17.2891
0.153398078788564	-46.5976	-279.596	-17.2704
0.155339826621331	-47.1397	-278.687	-17.2515
0.157281574454097	-47.6799	-277.768	-17.2324
0.159223322286864	-48.2184	-276.838	-17.2132
0.161165070119631	-48.755	-275.898	-17.1938
0.163106817952397	-49.2898	-274.947	-17.1743
0.165048565785164	-49.8228	-273.987	-17.1546
0.166990313617931	-50.3538	-273.015	-17.1347
0.168932061450697	-50.883	-272.034	-17.1147
0.170873809283464	-51.4103	-271.042	-17.0945
0.17281555711623	-51.9356	-270.04	-17.0741
0.174757304948997	-52.459	-269.028	-17.0535
0.176699052781764	-52.9804	-268.006	-17.0328
0.17864080061453	-53.4998	-266.974	-17.0119
0.180582548447297	-54.0171	-265.931	-16.9909
0.182524296280064	-54.5325	-264.879	-16.9696
0.18446604411283	-55.0458	-263.817	-16.9482
0.186407791945597	-55.557	-262.744	-16.9266
0.188349539778364	-56.0662	-261.662	-16.9049
0.19029128761113	-56.5732	-260.57	-16.883
0.192233035443897	-57.0781	-259.468	-16.8608
0.194174783276663	-57.5808	-258.357	-16.8386
0.19611653110943	-58.0814	-257.235	-16.8161
0.198058278942197	-58.5798	-256.104	-16.7934
0.200000026774963	-59.076	-254.964	-16.7706
0.20194177460773	-59.5699	-253.814	-16.7476
0.203883522440497	-60.0616	-252.654	-16.7244
0.205825270273263	-60.5511	-251.484	-16.701
0.20776701810603	-61.0383	-250.306	-16.6775
0.209708765938797	-61.5232	-249.117	-16.6537
0.211650513771563	-62.0057	-247.92	-16.6297
0.21359226160433	-62.4859	-246.713	-16.6056
