Data calculated via Fourier domain filtering

Frequency:	3.1600000

Number of harmonics used:	81

Number of cycles in input:	1

Time	Strain	Rate	Stress	G'_t	G"_t	|G*_t|	tan(delta_t)	delta_t	displacement stress	est. elastic stress	dG'_{t}/dt	dG"_{t}/dt	Speed	norm. PAV
0.1067961	331.1063018	943.5933093	44.8762959	-0.0003076	0.0323166	0.0323180	-105.0751661	1.5803130	35.3282233	115198.4407258	0.0214077	0.0610081	0.0646550	-0.0090004
0.1087379	336.8898494	941.5439167	44.8082878	-0.0003070	0.0323181	0.0323196	-105.2657307	1.5802958	35.2823111	115257.5199500	0.0203744	0.0569426	0.0604779	0.0023227
0.1106796	342.6607132	939.4590754	44.7391379	-0.0003079	0.0323155	0.0323170	-104.9401365	1.5803253	35.2373361	114770.8808442	0.0201107	0.0551367	0.0586899	0.0057591
0.1126214	348.4186761	937.3388640	44.6688490	-0.0003086	0.0323137	0.0323152	-104.7046667	1.5803467	35.1912830	114377.1500894	0.0207909	0.0559330	0.0596721	-0.0003886
0.1145631	354.1635212	935.1833624	44.5974238	-0.0003072	0.0323174	0.0323189	-105.1941660	1.5803023	35.1420752	114742.6206309	0.0223461	0.0590057	0.0630953	-0.0153701
0.1165049	359.8950322	932.9926517	44.5248648	-0.0003023	0.0323303	0.0323317	-106.9472945	1.5801465	35.0881195	116430.0192562	0.0244638	0.0634199	0.0679747	-0.0359784
0.1184466	365.6129934	930.7668143	44.4511741	-0.0002932	0.0323536	0.0323549	-110.3345564	1.5798594	35.0287562	119823.3187852	0.0266517	0.0678491	0.0728959	-0.0572155
0.1203884	371.3171895	928.5059340	44.3763538	-0.0002804	0.0323859	0.0323871	-115.4950468	1.5794545	34.9644933	125062.1775203	0.0283539	0.0709010	0.0763603	-0.0735074
0.1223301	377.0074057	926.2100960	44.3004051	-0.0002653	0.0324234	0.0324245	-122.2333080	1.5789772	34.8969526	131935.1941793	0.0290925	0.0714727	0.0771668	-0.0801595
0.1242719	382.6834278	923.8793868	44.2233296	-0.0002499	0.0324608	0.0324617	-129.8755824	1.5784959	34.8285237	139731.6766373	0.0285994	0.0690452	0.0747339	-0.0746582
0.1262136	388.3450420	921.5138940	44.1451287	-0.0002368	0.0324921	0.0324930	-137.1937452	1.5780852	34.7617991	147165.4320513	0.0269042	0.0638418	0.0692792	-0.0574623
0.1281554	393.9920353	919.1137067	44.0658039	-0.0002280	0.0325130	0.0325138	-142.6252039	1.5778076	34.6989189	152608.0530095	0.0243505	0.0568054	0.0618045	-0.0320795
0.1300971	399.6241951	916.6789153	43.9853574	-0.0002244	0.0325213	0.0325221	-144.9266028	1.5776963	34.6409878	154772.3649950	0.0215331	0.0493939	0.0538835	-0.0043995
0.1320389	405.2413092	914.2096115	43.9037920	-0.0002259	0.0325178	0.0325186	-143.9315366	1.5777440	34.5877158	153498.5776024	0.0191666	0.0432391	0.0472967	0.0185835
0.1339806	410.8431661	911.7058882	43.8211108	-0.0002310	0.0325066	0.0325074	-140.7434314	1.5779013	34.5373843	149947.0939420	0.0179124	0.0397497	0.0435992	0.0304045
0.1359223	416.4295551	909.1678397	43.7373174	-0.0002368	0.0324936	0.0324945	-137.1921467	1.5780852	34.4871670	146025.6181335	0.0182088	0.0397543	0.0437260	0.0267775
0.1378641	422.0002657	906.5955615	43.6524155	-0.0002404	0.0324859	0.0324868	-135.1319967	1.5781964	34.4337458	143656.4568135	0.0201435	0.0432749	0.0477334	0.0068688
0.1398058	427.5550883	903.9891505	43.5664085	-0.0002387	0.0324896	0.0324904	-136.1244922	1.5781424	34.3740840	144447.7930448	0.0234069	0.0494897	0.0547459	-0.0261819
0.1417476	433.0938137	901.3487049	43.4792995	-0.0002297	0.0325084	0.0325092	-141.5345654	1.5778616	34.3061782	149794.7941764	0.0273406	0.0569009	0.0631287	-0.0657335
0.1436893	438.6162333	898.6743239	43.3910910	-0.0002130	0.0325429	0.0325436	-152.8116216	1.5773402	34.2295995	161170.3903507	0.0310765	0.0636721	0.0708511	-0.1030865
0.1456311	444.1221393	895.9661084	43.3017849	-0.0001898	0.0325901	0.0325906	-171.7421815	1.5766189	34.1456836	180384.0412127	0.0337354	0.0680574	0.0759597	-0.1295716
0.1475728	449.6113243	893.2241603	43.2113826	-0.0001629	0.0326439	0.0326443	-200.4170855	1.5757859	34.0573045	209544.4189757	0.0346418	0.0688214	0.0770482	-0.1387235
0.1495146	455.0835817	890.4485828	43.1198853	-0.0001361	0.0326968	0.0326970	-240.3086183	1.5749576	33.9682657	250108.7839869	0.0334996	0.0655477	0.0736120	-0.1279542
0.1514563	460.5387054	887.6394804	43.0272942	-0.0001132	0.0327412	0.0327414	-289.3334963	1.5742525	33.8824401	299878.7384739	0.0304860	0.0587585	0.0661964	-0.0992971
0.1533981	465.9764902	884.7969589	42.9336109	-0.0000972	0.0327718	0.0327719	-337.0848668	1.5737629	33.8028528	348156.5089347	0.0262337	0.0498127	0.0562984	-0.0590711
0.1553398	471.3967312	881.9211252	42.8388377	-0.0000897	0.0327859	0.0327861	-365.4931861	1.5735323	33.7309274	376499.0850769	0.0217021	0.0406018	0.0460379	-0.0165665
0.1572816	476.7992244	879.0120878	42.7429775	-0.0000901	0.0327853	0.0327854	-364.0452648	1.5735432	33.6660822	374302.1495947	0.0179615	0.0331133	0.0376711	0.0179672
0.1592233	482.1837663	876.0699560	42.6460340	-0.0000958	0.0327749	0.0327750	-342.2550978	1.5737181	33.6057901	351414.2088319	0.0159407	0.0289624	0.0330594	0.0356441
0.1611651	487.5501543	873.0948407	42.5480112	-0.0001028	0.0327621	0.0327623	-318.6178024	1.5739349	33.5461038	326729.6454729	0.0161963	0.0290041	0.0332198	0.0311125
0.1631068	492.8981863	870.0868539	42.4489132	-0.0001067	0.0327552	0.0327554	-307.0142169	1.5740535	33.4825412	314324.0138775	0.0187622	0.0331200	0.0380651	0.0040673
0.1650486	498.2276610	867.0461087	42.3487443	-0.0001033	0.0327612	0.0327614	-317.1967801	1.5739489	33.4111299	323987.6864816	0.0231182	0.0402317	0.0464008	-0.0403527
0.1669903	503.5383777	863.9727198	42.2475077	-0.0000900	0.0327841	0.0327842	-364.1726874	1.5735423	33.3293694	370733.2862279	0.0282913	0.0485423	0.0561850	-0.0925270
0.1689321	508.8301364	860.8668028	42.1452064	-0.0000665	0.0328242	0.0328242	-493.6638376	1.5728220	33.2368759	500379.6660588	0.0330707	0.0559508	0.0649936	-0.1405478
0.1708738	514.1027380	857.7284747	42.0418425	-0.0000346	0.0328777	0.0328777	-949.6526139	1.5718493	33.1355468	957614.5123553	0.0362880	0.0605429	0.0705852	-0.1731114
0.1728156	519.3559839	854.5578536	41.9374174	0.0000017	0.0329378	0.0329378	19769.6426244	1.5707457	33.0291881	-19823965.1375601	0.0370987	0.0610430	0.0714322	-0.1823194
0.1747573	524.5896764	851.3550588	41.8319326	0.0000373	0.0329961	0.0329961	884.1671333	1.5696653	32.9226773	-881675.5257009	0.0351961	0.0571197	0.0670927	-0.1656391
0.1766991	529.8036183	848.1202110	41.7253895	0.0000673	0.0330444	0.0330445	490.8964769	1.5687592	32.8208454	-487044.9381508	0.0309040	0.0494718	0.0583311	-0.1265543
0.1786408	534.9976135	844.8534320	41.6177900	0.0000879	0.0330771	0.0330772	376.5170130	1.5681404	32.7273360	-372000.4584292	0.0251220	0.0396720	0.0469572	-0.0738235
0.1805825	540.1714663	841.5548447	41.5091366	0.0000973	0.0330919	0.0330921	340.1487015	1.5678564	32.6437115	-335001.2588380	0.0191304	0.0298041	0.0354155	-0.0195752
0.1825243	545.3249819	838.2245733	41.3994328	0.0000966	0.0330909	0.0330910	342.5276787	1.5678769	32.5690261	-336580.3508425	0.0142989	0.0219790	0.0262208	0.0233430
0.1844660	550.4579663	834.8627433	41.2886828	0.0000893	0.0330797	0.0330798	370.5394228	1.5680976	32.4999777	-363495.1157147	0.0117639	0.0178420	0.0213712	0.0442540
0.1864078	555.5702264	831.4694811	41.1768911	0.0000805	0.0330665	0.0330666	410.8433372	1.5683623	32.4316200	-402399.9367633	0.0121533	0.0181887	0.0218754	0.0372074
0.1883495	560.6615695	828.0449146	41.0640627	0.0000760	0.0330598	0.0330599	434.9760661	1.5684974	32.3584774	-425188.0061308	0.0154237	0.0227794	0.0275099	0.0026079
0.1902913	565.7318040	824.5891727	40.9502019	0.0000808	0.0330669	0.0330670	409.0806063	1.5683518	32.2758097	-398728.5393901	0.0208545	0.0303967	0.0368629	-0.0525909
0.1922330	570.7807391	821.1023855	40.8353127	0.0000980	0.0330917	0.0330919	337.6085749	1.5678343	32.1807285	-327743.6193845	0.0272025	0.0391325	0.0476585	-0.1163366
0.1941748	575.8081845	817.5846842	40.7193984	0.0001279	0.0331344	0.0331347	259.0464292	1.5669360	32.0728991	-250171.5492450	0.0329860	0.0468365	0.0572864	-0.1743202
0.1961165	580.8139511	814.0362013	40.6024613	0.0001680	0.0331910	0.0331914	197.5319538	1.5657339	31.9546515	-189593.1116525	0.0368311	0.0516204	0.0634129	-0.2134860
0.1980583	585.7978504	810.4570704	40.4845033	0.0002136	0.0332545	0.0332552	155.6726723	1.5643727	31.8304624	-148420.6415594	0.0378014	0.0522987	0.0645298	-0.2252458
0.2000000	590.7596948	806.8474263	40.3655259	0.0002587	0.0333165	0.0333175	128.7662067	1.5630305	31.7059200	-121950.5969616	0.0356295	0.0486621	0.0603114	-0.2075410
0.2019418	595.6992974	803.2074048	40.2455307	0.0002977	0.0333693	0.0333707	112.1053606	1.5618764	31.5864078	-105519.8123031	0.0307936	0.0415204	0.0516932	-0.1652883
0.2038835	600.6164722	799.5371430	40.1245198	0.0003263	0.0334077	0.0334093	102.3956904	1.5610306	31.4758142	-95873.8291397	0.0244175	0.0325044	0.0406540	-0.1092047
0.2058253	605.5110342	795.8367791	40.0024959	0.0003430	0.0334299	0.0334316	97.4570668	1.5605358	31.3755774	-90862.7402469	0.0180140	0.0236762	0.0297501	-0.0533633
0.2077670	610.3827990	792.1064523	39.8794626	0.0003495	0.0334383	0.0334401	95.6860985	1.5603459	31.2842974	-88911.9141337	0.0131306	0.0170398	0.0215120	-0.0120193
0.2097088	615.2315832	788.3463033	39.7554241	0.0003498	0.0334388	0.0334406	95.5901224	1.5603354	31.1980189	-88569.3919087	0.0109790	0.0140683	0.0178453	0.0036673
0.2116505	620.0572043	784.5564734	39.6303849	0.0003501	0.0334391	0.0334409	95.5130730	1.5603269	31.1111286	-88243.5339139	0.0121390	0.0153595	0.0195773	-0.0116547
0.2135923	624.8594807	780.7371054	39.5043499	0.0003567	0.0334474	0.0334493	93.7707915	1.5601324	31.0176638	-86334.1223581	0.0164072	0.0205001	0.0262574	-0.0560298
0.2155340	629.6382314	776.8883431	39.3773233	0.0003748	0.0334699	0.0334720	89.2960532	1.5595981	30.9127285	-81844.0617024	0.0228300	0.0281691	0.0362589	-0.1204012
0.2174758	634.3932766	773.0103314	39.2493087	0.0004073	0.0335097	0.0335121	82.2765762	1.5586428	30.7936810	-74973.6103831	0.0299167	0.0364536	0.0471579	-0.1906239
0.2194175	639.1244372	769.1032163	39.1203091	0.0004537	0.0335659	0.0335690	73.9765829	1.5572794	30.6608078	-66934.8649109	0.0359840	0.0433021	0.0563021	-0.2508632
0.2213593	643.8315352	765.1671449	38.9903265	0.0005107	0.0336340	0.0336379	65.8563879	1.5556129	30.5173148	-59109.9322819	0.0395525	0.0470065	0.0614330	-0.2874846
0.2233010	648.5143933	761.2022654	38.8593627	0.0005724	0.0337069	0.0337117	58.8888533	1.5538168	30.3686274	-52408.1488417	0.0397004	0.0465989	0.0612175	-0.2923735
0.2252427	653.1728351	757.2087271	38.7274188	0.0006318	0.0337762	0.0337821	53.4568564	1.5520918	30.2211556	-47177.1508455	0.0362914	0.0420718	0.0555617	-0.2648308
0.2271845	657.8066854	753.1866802	38.5944966	0.0006828	0.0338349	0.0338418	49.5555412	1.5506197	30.0808080	-43399.3652347	0.0300184	0.0343710	0.0456341	-0.2116580
0.2291262	662.4157697	749.1362763	38.4605980	0.0007209	0.0338783	0.0338860	46.9959009	1.5495211	29.9516015	-40886.3781339	0.0222531	0.0251663	0.0335938	-0.1455412
0.2310680	666.9999143	745.0576679	38.3257261	0.0007450	0.0339054	0.0339136	45.5126383	1.5488279	29.8346971	-39381.3751799	0.0147325	0.0164566	0.0220877	-0.0821886
0.2330097	671.5589468	740.9510085	38.1898844	0.0007572	0.0339190	0.0339275	44.7935141	1.5484754	29.7280907	-38587.4112308	0.0091574	0.0101036	0.0136360	-0.0368457
0.2349515	676.0926955	736.8164526	38.0530773	0.0007628	0.0339251	0.0339337	44.4743556	1.5483152	29.6270380	-38163.6534016	0.0067953	0.0074057	0.0100509	-0.0208742
0.2368932	680.6009896	732.6541561	37.9153098	0.0007686	0.0339314	0.0339401	44.1472400	1.5481487	29.5251195	-37733.7435447	0.0081837	0.0088096	0.0120242	-0.0390960
0.2388350	685.0836596	728.4642755	37.7765865	0.0007817	0.0339455	0.0339545	43.4229403	1.5477711	29.4156972	-36943.4052719	0.0130027	0.0138261	0.0189797	-0.0885429
0.2407767	689.5405365	724.2469687	37.6369121	0.0008080	0.0339731	0.0339827	42.0485408	1.5470188	29.2934241	-35566.9231529	0.0201501	0.0211643	0.0292225	-0.1590288
0.2427185	693.9714526	720.0023944	37.4962902	0.0008502	0.0340173	0.0340279	40.0089558	1.5458071	29.1554520	-33596.8272325	0.0279992	0.0290494	0.0403463	-0.2355327
0.2446602	698.3762410	715.7307124	37.3547239	0.0009083	0.0340771	0.0340892	37.5188845	1.5441494	29.0020545	-31232.9006129	0.0347801	0.0356444	0.0498013	-0.3018439
0.2466020	702.7547360	711.4320835	37.2122154	0.0009784	0.0341486	0.0341626	34.9010623	1.5421517	28.8365199	-28769.2192281	0.0389937	0.0394752	0.0554870	-0.3445010
0.2485437	707.1067727	707.1066696	37.0687663	0.0010548	0.0342254	0.0342417	32.4464524	1.5399861	28.6643422	-26467.3320615	0.0397597	0.0397597	0.0562287	-0.3559586
0.2504855	711.4321872	702.7546336	36.9243780	0.0011306	0.0343007	0.0343193	30.3394346	1.5378479	28.4919045	-24490.0552261	0.0370156	0.0365641	0.0520297	-0.3361883
0.2524272	715.7308167	698.3761392	36.7790519	0.0011995	0.0343683	0.0343893	28.6527948	1.5359099	28.3249689	-22898.7148313	0.0315214	0.0307571	0.0440409	-0.2924189
0.2543690	720.0024993	693.9713514	36.6327898	0.0012575	0.0344247	0.0344476	27.3749979	1.5342829	28.1673322	-21679.0804226	0.0246688	0.0237769	0.0342621	-0.2372153
0.2563107	724.2470743	689.5404360	36.4855943	0.0013037	0.0344689	0.0344936	26.4391988	1.5329917	28.0199648	-20768.3247823	0.0181413	0.0172719	0.0250485	-0.1854380
0.2582525	728.4643817	685.0835597	36.3374685	0.0013403	0.0345035	0.0345295	25.7440350	1.5319719	27.8808332	-20074.2147007	0.0135094	0.0127049	0.0185450	-0.1507798
0.2601942	732.6542629	680.6008904	36.1884159	0.0013720	0.0345332	0.0345604	25.1695965	1.5310867	27.7454400	-19489.6744223	0.0118573	0.0110149	0.0161840	-0.1426113
0.2621360	736.8165601	676.0925969	36.0384406	0.0014053	0.0345639	0.0345925	24.5957070	1.5301612	27.6079446	-18909.0281683	0.0135314	0.0124162	0.0183647	-0.1638206
0.2640777	740.9511165	671.5588489	35.8875465	0.0014462	0.0346012	0.0346314	23.9256571	1.5290245	27.4625868	-18248.5774747	0.0180702	0.0163779	0.0243879	-0.2101750
0.2660195	745.0577765	666.9998171	35.7357372	0.0014993	0.0346491	0.0346815	23.1096081	1.5275513	27.3050663	-17466.3896035	0.0243312	0.0217821	0.0326568	-0.2714283
0.2679612	749.1363856	662.4156731	35.5830156	0.0015666	0.0347089	0.0347442	22.1552838	1.5256910	27.1335426	-16570.6656864	0.0307817	0.0272183	0.0410895	-0.3339560
0.2699029	753.1867900	657.8065895	35.4293842	0.0016469	0.0347795	0.0348184	21.1178104	1.5234783	26.9490170	-15610.0386861	0.0358814	0.0313376	0.0476395	-0.3842477
0.2718447	757.2088374	653.1727399	35.2748447	0.0017364	0.0348572	0.0349004	20.0738529	1.5210214	26.7550092	-14650.7047540	0.0384634	0.0331788	0.0507964	-0.4123147
0.2737864	761.2023764	648.5142987	35.1193984	0.0018297	0.0349371	0.0349850	19.0943574	1.5184726	26.5566146	-13752.9193010	0.0380182	0.0323900	0.0499449	-0.4141056
0.2757282	765.1672565	643.8314413	34.9630467	0.0019210	0.0350144	0.0350671	18.2271849	1.5159882	26.3591805	-12956.4307146	0.0348135	0.0292930	0.0454979	-0.3923486
0.2776699	769.1033284	639.1243440	34.8057910	0.0020058	0.0350854	0.0351426	17.4916991	1.5136885	26.1669298	-12276.3427721	0.0298215	0.0247816	0.0387744	-0.3556981
0.2796117	773.0104441	634.3931841	34.6476329	0.0020821	0.0351483	0.0352099	16.8813129	1.5116284	25.9818732	-11705.7639390	0.0244716	0.0200833	0.0316575	-0.3164888
