Data calculated via numerical differentiation

Frequency:	3.1600000

Step size for numerical diff.:	8

Standard differentiation

Tangent(x)	Tangent(y)	Tangent(z)	Normal(x)	Normal(y)	Normal(z)	Binormal(x)	Binormal(y)	Binormal(z)
-2934.1101801	1173.3836114	38.8277761	0.3714947	0.9279505	0.0299934	-0.0002647	0.0324112	-0.9994746
-2926.8304415	1191.4466364	39.4071510	0.3772115	0.9256421	0.0299707	-0.0002432	0.0324603	-0.9994730
-2919.4487758	1209.2380370	39.9865259	0.3828518	0.9233277	0.0298411	-0.0002645	0.0324117	-0.9994746
-2911.9812768	1227.1822263	40.5621456	0.3885286	0.9209542	0.0298146	-0.0002430	0.0324591	-0.9994730
-2904.3742987	1245.0075799	41.1383018	0.3941746	0.9185546	0.0297308	-0.0002445	0.0324548	-0.9994732
-2896.6814872	1262.8668866	41.7144580	0.3998245	0.9161119	0.0296524	-0.0002431	0.0324567	-0.9994731
-2888.8921133	1280.5734045	42.2916870	0.4054300	0.9136460	0.0296226	-0.0002233	0.0325044	-0.9994716
-2881.0061768	1298.1950398	42.8646245	0.4110091	0.9111542	0.0294870	-0.0002457	0.0324560	-0.9994731
-2872.9914904	1315.9355108	43.4375619	0.4166192	0.9086055	0.0294034	-0.0002451	0.0324563	-0.9994731
-2864.8373248	1333.4383104	44.0072806	0.4221682	0.9060417	0.0293672	-0.0002256	0.0325007	-0.9994717
-2856.6348780	1351.0938988	44.5775357	0.4277467	0.9034241	0.0292865	-0.0002226	0.0325055	-0.9994715
-2848.2553999	1368.4948392	45.1434992	0.4332650	0.9007919	0.0292464	-0.0002029	0.0325479	-0.9994702
-2839.8222761	1386.0485684	45.7142908	0.4388129	0.8981036	0.0292097	-0.0001804	0.0325946	-0.9994686
-2831.2550376	1403.4834619	46.2813271	0.4443303	0.8953879	0.0291740	-0.0001565	0.0326428	-0.9994671
-2822.5912367	1420.7995197	46.8440719	0.4498129	0.8926511	0.0290250	-0.0001825	0.0325902	-0.9994688
-2813.8416025	1437.9967418	47.4030614	0.4552596	0.8898866	0.0289913	-0.0001563	0.0326412	-0.9994671
-2804.9042078	1455.3467527	47.9668790	0.4607516	0.8870570	0.0289463	-0.0001337	0.0326838	-0.9994657
-2795.9614486	1472.4590922	48.5274779	0.4661676	0.8842258	0.0288531	-0.0001342	0.0326842	-0.9994657
-2786.8845748	1489.6902673	49.0837851	0.4716127	0.8813368	0.0287564	-0.0001333	0.0326821	-0.9994658
-2777.6682219	1506.7007477	49.6449204	0.4770042	0.8784319	0.0287107	-0.0001111	0.0327269	-0.9994643
-2768.4035877	1523.7112280	50.2017641	0.4823841	0.8754924	0.0286123	-0.0001121	0.0327257	-0.9994644
-2758.9994744	1540.6028726	50.7548526	0.4877357	0.8725256	0.0285111	-0.0001141	0.0327228	-0.9994645
-2749.5041632	1557.5454468	51.3090140	0.4930935	0.8695087	0.0285196	-0.0000611	0.0328166	-0.9994614
-2739.8264561	1574.4710445	51.8637118	0.4984532	0.8664508	0.0284148	-0.0000630	0.0328131	-0.9994615
-2730.1433845	1591.1589708	52.4141180	0.5037384	0.8633904	0.0283664	-0.0000375	0.0328588	-0.9994600
-2720.3583858	1607.8808501	52.9607690	0.5090267	0.8602866	0.0282607	-0.0000385	0.0328554	-0.9994601
-2710.4017205	1624.6027295	53.5079564	0.5143195	0.8571331	0.0282533	0.0000117	0.0329376	-0.9994574
-2700.4343260	1641.2227497	54.0556803	0.5195706	0.8539653	0.0280993	-0.0000141	0.0328953	-0.9994588
-2690.2791711	1657.7069577	54.5996489	0.5247971	0.8507651	0.0280492	0.0000145	0.0329425	-0.9994572
-2680.0757350	1674.2420952	55.1441541	0.5300223	0.8475216	0.0279904	0.0000401	0.0329831	-0.9994559
-2669.7328197	1690.4886318	55.6843675	0.5351819	0.8442767	0.0278799	0.0000372	0.0329807	-0.9994560
-2659.3040711	1707.0577224	56.2256539	0.5404062	0.8409459	0.0277677	0.0000374	0.0329776	-0.9994561
-2648.8163121	1723.2363529	56.7631851	0.5455310	0.8376342	0.0276560	0.0000351	0.0329759	-0.9994561
-2638.1837093	1739.4319599	57.3007163	0.5506602	0.8342715	0.0276476	0.0000907	0.0330618	-0.9994533
-2627.4223566	1755.5087312	57.8393204	0.5557613	0.8308840	0.0275891	0.0001187	0.0331069	-0.9994518
-2616.6019935	1771.6194556	58.3693411	0.5608576	0.8274546	0.0275239	0.0001468	0.0331455	-0.9994505
-2605.6850678	1787.7471565	58.9004348	0.5659504	0.8239855	0.0273505	0.0001147	0.0330959	-0.9994522
-2594.6769443	1803.6202095	59.4320650	0.5709806	0.8205098	0.0272927	0.0001459	0.0331433	-0.9994506
-2583.5668937	1819.6630278	59.9636951	0.5760403	0.8169696	0.0271696	0.0001427	0.0331377	-0.9994508
-2572.3656452	1835.2984094	60.4872784	0.5810058	0.8134445	0.0272100	0.0002327	0.0332657	-0.9994465
-2561.0195530	1851.1205328	61.0119345	0.5860103	0.8098506	0.0270905	0.0002333	0.0332639	-0.9994466
-2549.6251795	1866.8068440	61.5408824	0.5909718	0.8062414	0.0269675	0.0002298	0.0332615	-0.9994467
-2538.1342435	1882.4082725	62.0617834	0.5959079	0.8026059	0.0267855	0.0001930	0.0332114	-0.9994483
-2526.4984638	1897.8738889	62.5837572	0.6008160	0.7989390	0.0267699	0.0002548	0.0332966	-0.9994455
-2514.8573196	1913.3734582	63.1014395	0.6057091	0.7952346	0.0268015	0.0003483	0.0334185	-0.9994414
-2503.0284149	1928.7541919	63.6153665	0.6105842	0.7915039	0.0266156	0.0003110	0.0333679	-0.9994431
-2491.1887811	1944.1519022	64.1341216	0.6154412	0.7877338	0.0265997	0.0003775	0.0334535	-0.9994402
-2479.2096681	1959.3289175	64.6496580	0.6202530	0.7839571	0.0264092	0.0003359	0.0334025	-0.9994419
-2467.1339926	1974.5059329	65.1609027	0.6250563	0.7801337	0.0263820	0.0003977	0.0334796	-0.9994393
-2454.9563901	1989.7169013	65.6726839	0.6298582	0.7762664	0.0262529	0.0003975	0.0334780	-0.9994394
-2442.7251417	2004.6901984	66.1812463	0.6345991	0.7723943	0.0262896	0.0005013	0.0336054	-0.9994351
-2430.4026955	2019.6634954	66.6898088	0.6393303	0.7684892	0.0260975	0.0004612	0.0335567	-0.9994367
-2417.9300409	2034.4160976	67.1989077	0.6440197	0.7645667	0.0260075	0.0004847	0.0335885	-0.9994356
-2405.4037405	2049.3214886	67.7047878	0.6487214	0.7605806	0.0260344	0.0005878	0.0337088	-0.9994315
-2392.7808776	2063.9722316	68.2063763	0.6533670	0.7565985	0.0258905	0.0005798	0.0336995	-0.9994318
-2380.0614522	2078.6569277	68.7085012	0.6580093	0.7525654	0.0258665	0.0006517	0.0337816	-0.9994290
-2367.2830164	2093.2397646	69.2111626	0.6626177	0.7485143	0.0257726	0.0006779	0.0338119	-0.9994280
-2354.4026536	2107.6867893	69.7057771	0.6671929	0.7444401	0.0257411	0.0007474	0.0338880	-0.9994254
-2341.4257282	2122.0489314	70.2014646	0.6717436	0.7403435	0.0255341	0.0006997	0.0338350	-0.9994272
-2328.3468758	2136.5638622	70.6966155	0.6763111	0.7361748	0.0254950	0.0007677	0.0339065	-0.9994247
-2315.1768255	2150.7053094	71.1928394	0.6808033	0.7320253	0.0254128	0.0008038	0.0339482	-0.9994233
-2301.9853168	2164.8637331	71.6853081	0.6852763	0.7278450	0.0252584	0.0007926	0.0339368	-0.9994237
-2288.6114124	2178.9372742	72.1745580	0.6897380	0.7236197	0.0252213	0.0008633	0.0340113	-0.9994211
-2275.1784975	2193.0108153	72.6632715	0.6941829	0.7193622	0.0250615	0.0008507	0.0339974	-0.9994216
-2261.6865722	2206.8466850	73.1525215	0.6985721	0.7151020	0.0250233	0.0009210	0.0340726	-0.9994189
-2248.1410011	2220.6995313	73.6390891	0.7029462	0.7108063	0.0249200	0.0009481	0.0341008	-0.9994179
-2234.4505863	2234.4674949	74.1208286	0.7073030	0.7064707	0.0249321	0.0010585	0.0342106	-0.9994141
-2220.7011610	2248.1166228	74.6079327	0.7116238	0.7021181	0.0249362	0.0011630	0.0343161	-0.9994104
-2206.8551733	2261.7997038	75.0864535	0.7159383	0.6977257	0.0247213	0.0011151	0.0342662	-0.9994121
-2192.9394460	2275.2281369	75.5655107	0.7201973	0.6933284	0.0247309	0.0012265	0.0343747	-0.9994083
-2178.9378854	2288.5547108	76.0408127	0.7244276	0.6889110	0.0246216	0.0012536	0.0344004	-0.9994073
-2164.8665852	2301.9152377	76.5209429	0.7286467	0.6844449	0.0246813	0.0014046	0.0345434	-0.9994022
-2150.6987225	2315.1569290	76.9973178	0.7328361	0.6799633	0.0245191	0.0013952	0.0345342	-0.9994025
-2136.4289327	2328.4495498	77.4699375	0.7370210	0.6754290	0.0244053	0.0014239	0.0345577	-0.9994017
-2122.0947680	2341.4705462	77.9468489	0.7411489	0.6708994	0.0243384	0.0014847	0.0346153	-0.9993996
-2107.7069574	2354.2708478	78.4157135	0.7452263	0.6663732	0.0241766	0.0014756	0.0346089	-0.9993998
-2093.2172198	2367.2239381	78.8851144	0.7493130	0.6617706	0.0242827	0.0016700	0.0347804	-0.9993936
-2078.6684717	2380.0751692	79.3550519	0.7533668	0.6571586	0.0241045	0.0016519	0.0347639	-0.9993942
-2064.0124320	2392.8245412	79.8255258	0.7573946	0.6525128	0.0240920	0.0017592	0.0348575	-0.9993907
-2049.3349340	2405.3362418	80.2917080	0.7613656	0.6478815	0.0239162	0.0017422	0.0348447	-0.9993912
-2034.5233214	2418.0007311	80.7541350	0.7653489	0.6431735	0.0238525	0.0018147	0.0349036	-0.9993890
-2019.6044171	2430.2917369	81.2165620	0.7692708	0.6384739	0.0239474	0.0020071	0.0350658	-0.9993830
-2004.7069712	2442.7525079	81.6832807	0.7731828	0.6337354	0.0238283	0.0020376	0.0350906	-0.9993821
-1989.6646816	2454.9925840	82.1424890	0.7770597	0.6289766	0.0238038	0.0021424	0.0351749	-0.9993789
-1974.5633815	2467.0968480	82.6065254	0.7808998	0.6242078	0.0236676	0.0021596	0.0351909	-0.9993783
-1959.3601544	2479.2350650	83.0657337	0.7847299	0.6193844	0.0237058	0.0023164	0.0353143	-0.9993736
-1944.1301043	2491.2714228	83.5254784	0.7885224	0.6145539	0.0235785	0.0023439	0.0353353	-0.9993728
-1928.8464084	2503.0870858	83.9814679	0.7922666	0.6097181	0.0236125	0.0024988	0.0354555	-0.9993681
-1913.4125043	2514.9027488	84.4374574	0.7960039	0.6048299	0.0236324	0.0026455	0.0355662	-0.9993638
-1897.9625063	2526.4977169	84.8982751	0.7996888	0.5999551	0.0234891	0.0026604	0.0355803	-0.9993633
-1882.4427688	2538.1096615	85.3542646	0.8033557	0.5950351	0.0235130	0.0028122	0.0356932	-0.9993588
-1866.8264688	2549.6367235	85.8113271	0.8069975	0.5900876	0.0234862	0.0029246	0.0357760	-0.9993556
-1851.1404293	2561.0619264	86.2635614	0.8106081	0.5851190	0.0234582	0.0030379	0.0358567	-0.9993523
-1835.3578272	2572.3682935	86.7206238	0.8141898	0.5801266	0.0234127	0.0031371	0.0359287	-0.9993494
-1819.5913189	2583.5728015	87.1728581	0.8177271	0.5751270	0.0234781	0.0033284	0.0360632	-0.9993440
-1803.6316856	2594.6754504	87.6256289	0.8212523	0.5700862	0.0233742	0.0033830	0.0361008	-0.9993424
-1787.6988753	2605.6762400	88.0832278	0.8247318	0.5650403	0.0233875	0.0035334	0.0362062	-0.9993381
-1771.7016899	2616.7279593	88.5354621	0.8281948	0.5599540	0.0233444	0.0036409	0.0362771	-0.9993351
-1755.5972129	2627.5080541	88.9882329	0.8316152	0.5548633	0.0232995	0.0037464	0.0363485	-0.9993322
-1739.4283609	2638.2032663	89.4410037	0.8350053	0.5497485	0.0232963	0.0038877	0.0364427	-0.9993282
-1723.2380506	2648.7796428	89.8937744	0.8383556	0.5446233	0.0233510	0.0040786	0.0365682	-0.9993228
-1706.9458131	2659.2711366	90.3454723	0.8416814	0.5394690	0.0233563	0.0042300	0.0366658	-0.9993186
-1690.5838362	2669.6607713	90.8025347	0.8449763	0.5342937	0.0233524	0.0043741	0.0367594	-0.9993146
-1674.1628488	2680.0843590	91.2585242	0.8482502	0.5290761	0.0234548	0.0046114	0.0369077	-0.9993080
-1657.7150385	2690.2702754	91.7102221	0.8514755	0.5238724	0.0233914	0.0047084	0.0369672	-0.9993054
-1641.1545720	2700.3373561	92.1656752	0.8546734	0.5186319	0.0235455	0.0049919	0.0371411	-0.9992976
-1624.5404596	2710.4383898	92.6211282	0.8578500	0.5133591	0.0235762	0.0051731	0.0372484	-0.9992926
-1607.8941597	2720.3187286	93.0765813	0.8609801	0.5080897	0.0236251	0.0053701	0.0373650	-0.9992873
-1591.1834849	2730.2330206	93.5352531	0.8640898	0.5027845	0.0235905	0.0054973	0.0374384	-0.9992838
-1574.4084351	2739.8926646	93.9976801	0.8671545	0.4974741	0.0237215	0.0057673	0.0375963	-0.9992764
-1557.5260936	2749.4674260	94.4552790	0.8701951	0.4921348	0.0237470	0.0059489	0.0376989	-0.9992714
-1540.6652104	2758.9233516	94.9209248	0.8731906	0.4867958	0.0238307	0.0061808	0.0378313	-0.9992650
-1523.6863064	2768.2943947	95.3812060	0.8761623	0.4814180	0.0240063	0.0064966	0.0380050	-0.9992564
-1506.6913087	2777.5635786	95.8500705	0.8790968	0.4760380	0.0240146	0.0066660	0.0380989	-0.9992517
-1489.5836547	2786.8667155	96.3178621	0.8820145	0.4706037	0.0241350	0.0069378	0.0382435	-0.9992444
-1472.4974591	2795.9152045	96.7845808	0.8848783	0.4651912	0.0242387	0.0071948	0.0383792	-0.9992373
-1455.2986073	2804.8788109	97.2588099	0.8877163	0.4597372	0.0245255	0.0076160	0.0385996	-0.9992257
-1438.0729325	2813.8933469	97.7362577	0.8905297	0.4542639	0.0245187	0.0077793	0.0386821	-0.9992213
-1420.7828827	2822.6532350	98.2126327	0.8932991	0.4487817	0.0247311	0.0081387	0.0388636	-0.9992114
-1403.4177288	2831.3112639	98.6922264	0.8960389	0.4432814	0.0248175	0.0083875	0.0389872	-0.9992045
-1386.0364811	2839.8674336	99.1830857	0.8987396	0.4377687	0.0250135	0.0087348	0.0391602	-0.9991948
-1368.5854939	2848.3387207	99.6685804	0.9014098	0.4322320	0.0252149	0.0090904	0.0393311	-0.9991849
-1351.1076837	2856.5553599	100.1605126	0.9040334	0.4266992	0.0255231	0.0095427	0.0395479	-0.9991721
-1333.5172173	2864.9587409	100.6599553	0.9066480	0.4211019	0.0257421	0.0099193	0.0397224	-0.9991615
-1315.8999280	2872.9716618	101.1620802	0.9092105	0.4155328	0.0258595	0.0102029	0.0398550	-0.9991534
-1298.2504512	2880.8997000	101.6658145	0.9117345	0.4099357	0.0263223	0.0108034	0.0401276	-0.9991362
-1280.5848806	2888.8515054	102.1808144	0.9142294	0.4043240	0.0265840	0.0112231	0.0403148	-0.9991240
-1262.8442059	2896.7133352	102.6936685	0.9166928	0.3986850	0.0269168	0.0117114	0.0405259	-0.9991099
-1245.0337917	2904.4783987	103.2210070	0.9191256	0.3930269	0.0271671	0.0121254	0.0407042	-0.9990977
-1227.1536378	2911.9956050	103.7467361	0.9215179	0.3873592	0.0275253	0.0126407	0.0409216	-0.9990824
-1209.2895777	2919.4364169	104.2864131	0.9238711	0.3816933	0.0277925	0.0130730	0.0411033	-0.9990694
-1191.3128613	2926.7499049	104.8314547	0.9261932	0.3759876	0.0282762	0.0137087	0.0413644	-0.9990501
-1173.3468742	2934.1245083	105.3786421	0.9284828	0.3702680	0.0286590	0.0142548	0.0415806	-0.9990335
-1155.3594287	2941.1205352	105.9397775	0.9307243	0.3645728	0.0289650	0.0147285	0.0417706	-0.9990187
-1137.2485978	2948.2286072	106.5100326	0.9329465	0.3588121	0.0294050	0.0153318	0.0420047	-0.9989998
-1119.1592252	2955.1363561	107.0899440	0.9351207	0.3530598	0.0299678	0.0160511	0.0422803	-0.9989768
-1100.9947484	2961.9167811	107.6741470	0.9372621	0.3472864	0.0305280	0.0167715	0.0425491	-0.9989536
-1082.8034488	2968.6768342	108.2722980	0.9393701	0.3414957	0.0310575	0.0174662	0.0428032	-0.9989308
-1064.5370450	2975.2840987	108.8827875	0.9414421	0.3356820	0.0316912	0.0182615	0.0430895	-0.9989043
-1046.2867349	2981.7080166	109.5056155	0.9434717	0.3298822	0.0322309	0.0189696	0.0433411	-0.9988802
-1028.0042374	2988.0860979	110.1370269	0.9454624	0.3240551	0.0330025	0.0199007	0.0436628	-0.9988481
-1009.6090836	2994.4234355	110.7845320	0.9474275	0.3181907	0.0337017	0.0207675	0.0439552	-0.9988176
-991.2246590	3000.5400783	111.4443757	0.9493458	0.3123339	0.0344974	0.0217278	0.0442740	-0.9987831
-972.7651302	3006.5888149	112.1235319	0.9512343	0.3064536	0.0352074	0.0226101	0.0445614	-0.9987508
-954.3216952	3012.4202520	112.8144901	0.9530748	0.3005795	0.0360618	0.0236319	0.0448880	-0.9987125
-935.8407080	3018.2788516	113.5242244	0.9548805	0.2946765	0.0369993	0.0247373	0.0452322	-0.9986702
-917.2953459	3023.9082680	114.2484430	0.9566495	0.2887655	0.0378971	0.0258081	0.0455587	-0.9986282
-898.7499838	3029.5580563	114.9957294	0.9583782	0.2828353	0.0389283	0.0270103	0.0459169	-0.9985800
-880.1402468	3034.9514990	115.7655470	0.9600679	0.2768962	0.0399763	0.0282314	0.0462752	-0.9985297
-861.4500409	3040.3483370	116.5525313	0.9617238	0.2709177	0.0411213	0.0295514	0.0466498	-0.9984741
-842.8134809	3045.5244802	117.3572187	0.9633327	0.2649633	0.0422436	0.0308518	0.0470112	-0.9984178
-824.1071813	3050.6361126	118.1903383	0.9649011	0.2589727	0.0435776	0.0323608	0.0474210	-0.9983507
-805.3633297	3055.6526764	119.0492080	0.9664334	0.2529703	0.0448606	0.0338248	0.0478085	-0.9982836
-786.6248426	3060.5232420	119.9354371	0.9679193	0.2469643	0.0462696	0.0354143	0.0482200	-0.9982087
-767.8166160	3065.3123204	120.8495619	0.9693650	0.2409271	0.0478092	0.0371354	0.0486528	-0.9981252
-749.0191185	3069.9469123	121.7910462	0.9707667	0.2348935	0.0493665	0.0388776	0.0490797	-0.9980379
-730.0982356	3074.4881334	122.7663273	0.9721342	0.2288174	0.0509681	0.0406688	0.0495062	-0.9979455
-711.2792798	3078.9037281	123.7764782	0.9734422	0.2227588	0.0528088	0.0426954	0.0499779	-0.9978373
-692.3744906	3083.2089754	124.8204260	0.9747080	0.2166658	0.0547750	0.0448507	0.0504634	-0.9977183
-673.4428786	3087.4089683	125.9046081	0.9759340	0.2105636	0.0567088	0.0469792	0.0509294	-0.9975967
-654.4737145	3091.4714512	127.0247330	0.9771080	0.2044380	0.0588642	0.0493301	0.0514276	-0.9974576
-635.5099149	3095.4371680	128.1926026	0.9782327	0.1983052	0.0611215	0.0517854	0.0519337	-0.9973070
-616.5139279	3099.2789561	129.4071441	0.9793065	0.1921527	0.0635312	0.0543958	0.0524551	-0.9971407
-597.4428367	3103.0103968	130.6629929	0.9803341	0.1859695	0.0660340	0.0571046	0.0529752	-0.9969617
-578.4200267	3106.6196065	131.9757063	0.9812916	0.1797795	0.0688922	0.0601675	0.0535466	-0.9967510
-559.3596647	3110.1031899	133.3404561	0.9822095	0.1735807	0.0716540	0.0631418	0.0540811	-0.9965382
-540.2671152	3113.4747282	134.7642163	0.9830673	0.1673566	0.0746358	0.0663393	0.0546356	-0.9963002
-521.1316490	3116.7376168	136.2491328	0.9838568	0.1610983	0.0779302	0.0698523	0.0552212	-0.9960277
-502.0069120	3119.8765767	137.7994972	0.9845833	0.1548309	0.0813824	0.0735272	0.0558106	-0.9957303
-482.8446229	3122.9034915	139.4158459	0.9852502	0.1485407	0.0849571	0.0773308	0.0563945	-0.9954093
-463.6930629	3125.7945941	141.1067624	0.9858448	0.1422373	0.0887615	0.0813681	0.0569899	-0.9950535
-444.4556697	3128.5872328	142.8786840	0.9863535	0.1358781	0.0929729	0.0858174	0.0576156	-0.9946436
-425.3148389	3131.2440593	144.7337567	0.9867997	0.1295443	0.0971832	0.0902709	0.0582165	-0.9942143
-406.0452581	3133.7912175	146.6735897	0.9871494	0.1231380	0.1018483	0.0951859	0.0588431	-0.9937188
