Data calculated via numerical differentiation

Frequency:	3.1600000

Step size for numerical diff.:	8

Standard differentiation

Time	Strain	Rate	Stress	G'_t	G"_t	|G*_t|	tan(delta_t)	delta_t	displacement stress	est. elastic stress	dG'_{t}/dt	dG"_{t}/dt	Speed	norm. PAV
0.1009709	-313.6820000	-949.5284810	-45.0734000	-0.0003528	0.0321827	0.0321846	-91.2126481	1.5817593	-35.5137060	-100967.1731793	0.0018543	0.0056134	0.0059117	-0.0294476
0.1029126	-319.5020000	-947.5854430	-45.0089000	-0.0003365	0.0322311	0.0322328	-95.7805168	1.5812365	-35.4513243	-105669.6088328	0.0035129	0.0104188	0.0109951	-0.0349835
0.1048544	-325.3100000	-945.6075949	-44.9432000	-0.0003197	0.0322802	0.0322818	-100.9837973	1.5806986	-35.3875524	-111029.8301192	0.0034621	0.0100637	0.0106426	-0.0374793
0.1067961	-331.1060000	-943.5949367	-44.8763000	-0.0003372	0.0322295	0.0322312	-95.5775401	1.5812587	-35.3640355	-105204.2680431	0.0035296	0.0100585	0.0106598	-0.0333530
0.1087379	-336.8900000	-941.5443038	-44.8083000	-0.0003030	0.0323289	0.0323303	-106.6902453	1.5801690	-35.2777571	-116758.7813609	0.0028086	0.0078496	0.0083369	-0.0290788
0.1106796	-342.6610000	-939.4588608	-44.7391000	-0.0003188	0.0322835	0.0322851	-101.2652201	1.5806711	-35.2505415	-110914.6492074	0.0036895	0.0101143	0.0107662	-0.0271127
0.1126214	-348.4190000	-937.3386076	-44.6688000	-0.0003004	0.0323324	0.0323338	-107.6147508	1.5800885	-35.1828539	-117450.6824560	0.0035009	0.0094181	0.0100477	-0.0365551
0.1145631	-354.1640000	-935.1835443	-44.5974000	-0.0003223	0.0322805	0.0322821	-100.1551422	1.5807805	-35.1583166	-109438.0903598	0.0011524	0.0030432	0.0032541	-0.0321403
0.1165049	-359.8950000	-932.9936709	-44.5249000	-0.0002824	0.0323788	0.0323801	-114.6685390	1.5795169	-35.0666353	-124547.1974187	0.0046035	0.0119334	0.0127906	-0.0356697
0.1184466	-365.6130000	-930.7658228	-44.4512000	-0.0002643	0.0324292	0.0324303	-122.6965089	1.5789463	-34.9959254	-132773.2123729	0.0029694	0.0075591	0.0081214	-0.0237805
0.1203884	-371.3170000	-928.5063291	-44.3764000	-0.0002648	0.0324282	0.0324293	-122.4499466	1.5789627	-34.9463155	-132329.6740425	0.0021467	0.0053678	0.0057812	-0.0188422
0.1223301	-377.0070000	-926.2088608	-44.3004000	-0.0002433	0.0324774	0.0324783	-133.4962279	1.5782870	-34.8728583	-143719.5617073	0.0038624	0.0094881	0.0102441	-0.0225674
0.1242719	-382.6830000	-923.8797468	-44.2233000	-0.0002646	0.0324287	0.0324298	-122.5620535	1.5789553	-34.8434601	-132070.9882386	0.0023299	0.0056251	0.0060886	-0.0276704
0.1262136	-388.3450000	-921.5126582	-44.1451000	-0.0002431	0.0324762	0.0324771	-133.5886151	1.5782819	-34.7688645	-143407.6428390	0.0038081	0.0090362	0.0098059	-0.0379418
0.1281554	-393.9920000	-919.1139241	-44.0658000	-0.0002446	0.0324719	0.0324729	-132.7393454	1.5783297	-34.7174324	-142312.5160195	0.0038507	0.0089829	0.0097734	-0.0419512
0.1300971	-399.6240000	-916.6803797	-43.9854000	-0.0002432	0.0324738	0.0324747	-133.5376029	1.5782847	-34.6623080	-142936.8903131	0.0059484	0.0136441	0.0148844	-0.0473402
0.1320389	-405.2410000	-914.2088608	-43.9038000	-0.0002234	0.0325216	0.0325224	-145.5686532	1.5776658	-34.5856257	-155212.6660282	0.0028972	0.0065358	0.0071491	-0.0330480
0.1339806	-410.8430000	-911.7056962	-43.8211000	-0.0002458	0.0324732	0.0324741	-132.1154884	1.5783653	-34.5531073	-140988.5099751	0.0030758	0.0068259	0.0074868	-0.0358287
0.1359223	-416.4300000	-909.1677215	-43.7373000	-0.0002452	0.0324735	0.0324744	-132.4107924	1.5783484	-34.4964496	-141076.0182737	0.0039673	0.0086616	0.0095270	-0.0414400
0.1378641	-422.0000000	-906.5949367	-43.6524000	-0.0002257	0.0325179	0.0325186	-144.0457041	1.5777385	-34.4183860	-152886.5689203	0.0029977	0.0064404	0.0071039	-0.0456336
0.1398058	-427.5550000	-903.9905063	-43.5664000	-0.0002227	0.0325227	0.0325235	-146.0070156	1.5776452	-34.3577710	-154672.8961060	0.0039446	0.0083402	0.0092260	-0.0386428
0.1417476	-433.0940000	-901.3481013	-43.4793000	-0.0002030	0.0325651	0.0325657	-160.3857053	1.5770312	-34.2784712	-169257.2463917	0.0039672	0.0082570	0.0091606	-0.0515325
0.1436893	-438.6160000	-898.6740506	-43.3911000	-0.0001805	0.0326119	0.0326124	-180.6756569	1.5763311	-34.1957495	-189888.9678392	0.0040737	0.0083464	0.0092875	-0.0372292
0.1456311	-444.1220000	-895.9651899	-43.3018000	-0.0001566	0.0326602	0.0326606	-208.6054200	1.5755900	-34.1110793	-218316.5058448	0.0038564	0.0077796	0.0086830	-0.0299664
0.1475728	-449.6110000	-893.2246835	-43.2114000	-0.0001826	0.0326075	0.0326080	-178.5846859	1.5763959	-34.0764650	-187079.6050736	0.0050831	0.0100982	0.0113054	-0.0459258
0.1495146	-455.0840000	-890.4493671	-43.1199000	-0.0001564	0.0326586	0.0326590	-208.8196568	1.5755851	-33.9882740	-217776.5766219	0.0061821	0.0120970	0.0135852	-0.0697646
0.1514563	-460.5390000	-887.6392405	-43.0273000	-0.0001337	0.0327013	0.0327016	-244.5079441	1.5748862	-33.9031460	-253954.6389110	0.0072334	0.0139410	0.0157058	-0.0638961
0.1533981	-465.9760000	-884.7974684	-42.9336000	-0.0001343	0.0327017	0.0327020	-243.4630681	1.5749037	-33.8397374	-252401.6332026	0.0062329	0.0118353	0.0133762	-0.0565525
0.1553398	-471.3970000	-881.9208861	-42.8388000	-0.0001333	0.0326996	0.0326998	-245.2577421	1.5748736	-33.7755661	-253799.5433235	0.0079011	0.0147812	0.0167604	-0.0706666
0.1572816	-476.7990000	-879.0126582	-42.7430000	-0.0001112	0.0327444	0.0327446	-294.4627666	1.5741923	-33.6875520	-303420.9265180	0.0060714	0.0111928	0.0127335	-0.0550842
0.1592233	-482.1840000	-876.0696203	-42.6460000	-0.0001122	0.0327432	0.0327434	-291.9170024	1.5742219	-33.6224399	-300237.5478192	0.0063021	0.0114501	0.0130699	-0.0615670
0.1611651	-487.5500000	-873.0949367	-42.5480000	-0.0001142	0.0327404	0.0327406	-286.7934837	1.5742831	-33.5576340	-294440.0964549	0.0061550	0.0110227	0.0126248	-0.0774827
0.1631068	-492.8980000	-870.0854430	-42.4489000	-0.0000611	0.0328343	0.0328344	-537.0720252	1.5726583	-33.4383216	-547444.8611897	0.0074836	0.0132106	0.0151830	-0.0681424
0.1650486	-498.2280000	-867.0474684	-42.3488000	-0.0000630	0.0328307	0.0328308	-520.9393731	1.5727159	-33.3720330	-530026.6055448	0.0058928	0.0102544	0.0118269	-0.0502393
0.1669903	-503.5380000	-863.9715190	-42.2475000	-0.0000375	0.0328765	0.0328766	-877.3513429	1.5719361	-33.2776346	-888558.3990711	0.0049174	0.0084374	0.0097657	-0.0551758
0.1689321	-508.8300000	-860.8670886	-42.1452000	-0.0000385	0.0328731	0.0328731	-853.8886729	1.5719674	-33.2092901	-863129.9417192	0.0072148	0.0122067	0.0141794	-0.0698778
0.1708738	-514.1030000	-857.7278481	-42.0419000	0.0000117	0.0329555	0.0329555	2820.7882123	1.5704418	-33.0906835	2831843.5541232	0.0085277	0.0142271	0.0165871	-0.0744903
0.1728156	-519.3560000	-854.5569620	-41.9374000	-0.0000141	0.0329131	0.0329131	-2339.0481363	1.5712239	-33.0440451	-2348875.4355071	0.0084864	0.0139634	0.0163400	-0.0683013
0.1747573	-524.5900000	-851.3544304	-41.8319000	0.0000145	0.0329604	0.0329604	2273.3132738	1.5703564	-32.9442411	2271675.4164408	0.0071060	0.0115322	0.0135457	-0.0714501
0.1766991	-529.8040000	-848.1202532	-41.7254000	0.0000402	0.0330011	0.0330011	821.5696971	1.5695791	-32.8468750	817200.7621014	0.0086937	0.0139166	0.0164089	-0.0644908
0.1786408	-534.9980000	-844.8544304	-41.6178000	0.0000373	0.0329987	0.0329987	885.4990248	1.5696670	-32.7753748	878972.3482034	0.0059166	0.0093439	0.0110596	-0.0814644
0.1805825	-540.1710000	-841.5537975	-41.5091000	0.0000374	0.0329955	0.0329955	881.2493455	1.5696616	-32.7016952	872862.1910815	0.0098074	0.0152782	0.0181552	-0.0750226
0.1825243	-545.3250000	-838.2246835	-41.3994000	0.0000351	0.0329939	0.0329939	938.9690993	1.5697313	-32.6282483	928018.1903904	0.0085467	0.0131373	0.0156728	-0.0782240
0.1844660	-550.4580000	-834.8639241	-41.2887000	0.0000908	0.0330799	0.0330800	364.4551104	1.5680525	-32.4991222	357506.3752174	0.0086275	0.0130852	0.0156734	-0.0832247
0.1864078	-555.5700000	-831.4683544	-41.1769000	0.0001188	0.0331251	0.0331253	278.8850670	1.5672106	-32.3949396	272182.1923634	0.0047563	0.0071186	0.0085614	-0.0639864
0.1883495	-560.6620000	-828.0443038	-41.0641000	0.0001468	0.0331638	0.0331641	225.8433949	1.5663685	-32.2915588	219343.0481383	0.0085894	0.0126862	0.0153205	-0.0919900
0.1902913	-565.7320000	-824.5886076	-40.9502000	0.0001148	0.0331141	0.0331143	288.4485236	1.5673295	-32.2442797	280306.3351872	0.0108489	0.0158125	0.0191764	-0.0940015
0.1922330	-570.7810000	-821.1012658	-40.8353000	0.0001459	0.0331615	0.0331618	227.2202492	1.5663953	-32.1352428	219617.6571049	0.0080310	0.0115534	0.0140705	-0.0851386
0.1941748	-575.8080000	-817.5854430	-40.7194000	0.0001428	0.0331559	0.0331562	232.1951940	1.5664896	-32.0587602	223935.7986899	0.0109675	0.0155717	0.0190463	-0.0775081
0.1961165	-580.8140000	-814.0348101	-40.6025000	0.0002328	0.0332841	0.0332849	142.9482450	1.5638009	-31.8930848	136393.3734201	0.0093043	0.0130410	0.0160199	-0.1063217
0.1980583	-585.7980000	-810.4556962	-40.4845000	0.0002334	0.0332824	0.0332832	142.5996697	1.5637838	-31.8117377	135712.9077127	0.0118804	0.0164366	0.0202807	-0.1084074
0.2000000	-590.7600000	-806.8481013	-40.3655000	0.0002299	0.0332799	0.0332807	144.7315008	1.5638871	-31.7322460	137410.1138219	0.0091865	0.0125466	0.0155502	-0.0897793
0.2019418	-595.6990000	-803.2088608	-40.2455000	0.0001931	0.0332297	0.0332303	172.0751459	1.5649850	-31.6841290	163475.7633635	0.0122917	0.0165735	0.0206341	-0.1082554
0.2038835	-600.6160000	-799.5379747	-40.1245000	0.0002550	0.0333151	0.0333161	130.6706573	1.5631436	-31.5420329	123115.5198081	0.0093466	0.0124424	0.0155619	-0.0968531
0.2058253	-605.5110000	-795.8354430	-40.0025000	0.0003485	0.0334372	0.0334390	95.9527653	1.5603749	-31.3704532	89416.4969934	0.0119099	0.0156539	0.0196695	-0.1134030
0.2077670	-610.3830000	-792.1075949	-39.8795000	0.0003112	0.0333865	0.0333879	107.2784095	1.5614751	-31.3206492	100029.9926992	0.0146154	0.0189670	0.0239449	-0.1436903
0.2097088	-615.2320000	-788.3449367	-39.7554000	0.0003777	0.0334722	0.0334744	88.6161867	1.5595122	-31.1724878	81912.4966592	0.0144013	0.0184535	0.0234079	-0.1363959
0.2116505	-620.0570000	-784.5569620	-39.6304000	0.0003361	0.0334211	0.0334228	99.4357075	1.5607399	-31.1242848	91982.0632558	0.0132755	0.0167980	0.0214106	-0.1247670
0.2135923	-624.8590000	-780.7373418	-39.5044000	0.0003980	0.0334984	0.0335007	84.1728908	1.5589166	-30.9793202	77218.2757161	0.0141795	0.0177172	0.0226926	-0.1417303
0.2155340	-629.6380000	-776.8892405	-39.3773000	0.0003977	0.0334967	0.0334991	84.2256494	1.5589240	-30.8916841	77045.7508582	0.0171909	0.0212105	0.0273022	-0.1458667
0.2174758	-634.3930000	-773.0094937	-39.2493000	0.0005016	0.0336244	0.0336282	67.0329600	1.5558794	-30.7057672	60580.0027351	0.0169318	0.0206315	0.0266897	-0.1477163
0.2194175	-639.1240000	-769.1044304	-39.1203000	0.0004615	0.0335756	0.0335788	72.7533846	1.5570521	-30.6534615	65782.3934800	0.0165519	0.0199181	0.0258978	-0.1515411
0.2213593	-643.8320000	-765.1677215	-38.9903000	0.0004850	0.0336075	0.0336110	69.2913891	1.5563655	-30.5402532	62323.5527951	0.0140273	0.0166717	0.0217878	-0.1434935
0.2233010	-648.5140000	-761.2025316	-38.8594000	0.0005882	0.0337280	0.0337331	57.3452194	1.5533598	-30.3533358	50958.9924635	0.0151988	0.0178397	0.0234362	-0.1309880
0.2252427	-653.1730000	-757.2088608	-38.7274000	0.0005801	0.0337187	0.0337237	58.1271793	1.5535944	-30.2687347	51526.7130540	0.0149519	0.0173339	0.0228916	-0.1486727
0.2271845	-657.8070000	-753.1867089	-38.5945000	0.0006521	0.0338009	0.0338072	51.8342555	1.5515065	-30.1090880	45514.9554990	0.0162433	0.0185985	0.0246931	-0.1524546
0.2291262	-662.4160000	-749.1360759	-38.4606000	0.0006783	0.0338312	0.0338380	49.8777691	1.5507500	-29.9909830	43553.6497797	0.0164611	0.0186162	0.0248502	-0.1421205
0.2310680	-667.0000000	-745.0569620	-38.3257000	0.0007478	0.0339075	0.0339158	45.3418526	1.5487452	-29.8322718	39225.3370235	0.0175906	0.0196497	0.0263731	-0.1722501
0.2330097	-671.5590000	-740.9525316	-38.1899000	0.0007001	0.0338544	0.0338616	48.3586654	1.5501205	-29.7816367	41869.4881747	0.0169839	0.0187397	0.0252909	-0.1720160
0.2349515	-676.0930000	-736.8164557	-38.0531000	0.0007682	0.0339261	0.0339347	44.1648573	1.5481578	-29.6232169	37887.3425300	0.0232883	0.0253787	0.0344445	-0.1923064
0.2368932	-680.6010000	-732.6550633	-37.9153000	0.0008042	0.0339678	0.0339773	42.2361278	1.5471243	-29.4923975	35990.7063439	0.0201660	0.0217082	0.0296296	-0.1817863
0.2388350	-685.0840000	-728.4651899	-37.7766000	0.0007930	0.0339563	0.0339656	42.8194377	1.5474467	-29.4054726	36395.6636556	0.0200212	0.0212894	0.0292248	-0.1861007
0.2407767	-689.5410000	-724.2468354	-37.6369000	0.0008638	0.0340310	0.0340420	39.3973888	1.5454194	-29.2416462	33163.2460294	0.0214929	0.0225747	0.0311699	-0.1837088
0.2427185	-693.9710000	-720.0031646	-37.4963000	0.0008512	0.0340171	0.0340278	39.9633222	1.5457786	-29.1548145	33557.1082072	0.0242476	0.0251561	0.0349396	-0.2022386
0.2446602	-698.3760000	-715.7310127	-37.3547000	0.0009215	0.0340924	0.0341048	36.9966824	1.5437735	-28.9893199	30760.5181399	0.0229123	0.0234817	0.0328079	-0.2082620
0.2466020	-702.7550000	-711.4335443	-37.2122000	0.0009486	0.0341207	0.0341339	35.9681877	1.5430011	-28.8637105	29723.8277028	0.0203842	0.0206360	0.0290062	-0.1927551
0.2485437	-707.1070000	-707.1075949	-37.0688000	0.0010591	0.0342307	0.0342471	32.3199395	1.5398655	-28.6601464	26353.2299150	0.0254272	0.0254270	0.0359593	-0.2241323
0.2504855	-711.4320000	-702.7531646	-36.9244000	0.0011637	0.0343363	0.0343560	29.5072734	1.5369193	-28.4604737	23746.3674537	0.0217992	0.0215333	0.0306413	-0.1957886
0.2524272	-715.7310000	-698.3765823	-36.7790000	0.0011158	0.0342863	0.0343045	30.7290347	1.5382653	-28.4029580	24740.3568011	0.0278660	0.0271890	0.0389327	-0.2256300
0.2543690	-720.0030000	-693.9715190	-36.6328000	0.0012272	0.0343951	0.0344170	28.0272091	1.5351318	-28.1956595	22255.5282228	0.0277159	0.0267135	0.0384939	-0.2418519
0.2563107	-724.2470000	-689.5411392	-36.4856000	0.0012544	0.0344208	0.0344437	27.4408438	1.5343704	-28.0661827	21650.5562025	0.0289021	0.0275177	0.0399069	-0.2737198
0.2582525	-728.4640000	-685.0822785	-36.3375000	0.0014054	0.0345641	0.0345926	24.5931600	1.5301570	-27.8202683	19066.3302772	0.0287664	0.0270538	0.0394894	-0.2600214
0.2601942	-732.6540000	-680.6012658	-36.1884000	0.0013961	0.0345548	0.0345830	24.7514039	1.5304165	-27.7231351	19125.2500869	0.0281441	0.0261449	0.0384141	-0.2596946
0.2621360	-736.8170000	-676.0917722	-36.0384000	0.0014248	0.0345783	0.0346077	24.2689407	1.5296147	-27.5904421	18627.6414424	0.0349584	0.0320755	0.0474439	-0.2751059
0.2640777	-740.9510000	-671.5601266	-35.8876000	0.0014856	0.0346361	0.0346680	23.3140298	1.5279300	-27.4259778	17719.8248597	0.0307424	0.0278621	0.0414897	-0.2606713
0.2660195	-745.0580000	-667.0000000	-35.7357000	0.0014765	0.0346297	0.0346612	23.4542257	1.5281859	-27.3261390	17762.5630974	0.0303502	0.0271716	0.0407361	-0.2919356
0.2679612	-749.1360000	-662.4145570	-35.5830000	0.0016710	0.0348015	0.0348416	20.8264082	1.5228172	-27.0359143	15430.0812207	0.0332237	0.0293780	0.0443496	-0.3056488
