Data calculated via numerical differentiation

Frequency:	3.1600000

Step size for numerical diff.:	8

Standard differentiation

Time	Strain	Rate	Stress	G'_t	G"_t	|G*_t|	tan(delta_t)	delta_t	displacement stress	est. elastic stress	dG'_{t}/dt	dG"_{t}/dt	Speed	norm. PAV
0.1009709	-31.3682000	-94.9528481	-17.7184000	-0.0080437	0.0502872	0.0509265	-6.2517612	1.7294076	-16.4596675	-2077.6524782	-0.0151149	-0.0457568	0.0481886	0.1225226
0.1029126	-31.9502000	-94.7585443	-17.7040000	-0.0079951	0.0503784	0.0510089	-6.3011883	1.7281840	-16.4487530	-2089.3143158	-0.0004984	-0.0014783	0.0015600	0.0057644
0.1048544	-32.5310000	-94.5607595	-17.6893000	-0.0082612	0.0496423	0.0503250	-6.0090764	1.7357001	-16.4725353	-2026.4905927	-0.0160478	-0.0466479	0.0493311	0.1431876
0.1067961	-33.1106000	-94.3594937	-17.6746000	-0.0080846	0.0501507	0.0507982	-6.2032528	1.7306270	-16.4447544	-2067.1977029	-0.0075092	-0.0213992	0.0226785	0.0698157
0.1087379	-33.6890000	-94.1544304	-17.6596000	-0.0081353	0.0500157	0.0506730	-6.1480079	1.7320386	-16.4434162	-2054.9397714	-0.0090017	-0.0251585	0.0267204	0.0787135
0.1106796	-34.2661000	-93.9458861	-17.6445000	-0.0080585	0.0501898	0.0508327	-6.2281596	1.7299986	-16.4285050	-2072.9125494	0.0066230	0.0181562	0.0193265	-0.0449949
0.1126214	-34.8419000	-93.7338608	-17.6292000	-0.0081673	0.0499099	0.0505738	-6.1109681	1.7329989	-16.4333042	-2046.9343980	0.0041282	0.0111058	0.0118482	-0.0383434
0.1145631	-35.4164000	-93.5183544	-17.6138000	-0.0079325	0.0505587	0.0511772	-6.3736240	1.7264242	-16.3984859	-2102.6741098	-0.0080347	-0.0212183	0.0226886	0.0412685
0.1165049	-35.9895000	-93.2993671	-17.5981000	-0.0082573	0.0496777	0.0503593	-6.0161825	1.7355088	-16.4285386	-2025.5572137	0.0126092	0.0326863	0.0350340	-0.0979642
0.1184466	-36.5613000	-93.0765823	-17.5824000	-0.0079811	0.0504127	0.0510406	-6.3165098	1.7278085	-16.3893123	-2090.0758919	0.0038547	0.0098129	0.0105429	-0.0259538
0.1203884	-37.1317000	-92.8506329	-17.5664000	-0.0080931	0.0500785	0.0507283	-6.1878317	1.7310186	-16.3954462	-2062.9949331	0.0261548	0.0654015	0.0704374	-0.2219201
0.1223301	-37.7007000	-92.6208861	-17.5503000	-0.0080003	0.0503665	0.0509979	-6.2955409	1.7283229	-16.3756564	-2084.5700863	0.0037786	0.0092824	0.0100220	-0.0105542
0.1242719	-38.2683000	-92.3879747	-17.5340000	-0.0081474	0.0499713	0.0506312	-6.1333987	1.7324160	-16.3847904	-2049.3097254	0.0238614	0.0576084	0.0623546	-0.2113192
0.1262136	-38.8345000	-92.1512658	-17.5176000	-0.0078897	0.0506142	0.0512254	-6.4151857	1.7254320	-16.3479936	-2110.8896905	0.0161827	0.0383999	0.0416705	-0.1354881
0.1281554	-39.3992000	-91.9113924	-17.5010000	-0.0078329	0.0507381	0.0513392	-6.4775373	1.7239668	-16.3338477	-2124.6766809	0.0226322	0.0527968	0.0574432	-0.1930886
0.1300971	-39.9624000	-91.6680380	-17.4842000	-0.0082177	0.0498441	0.0505170	-6.0654212	1.7341954	-16.3666797	-2031.5882989	0.0336997	0.0772982	0.0843249	-0.2717029
0.1320389	-40.5241000	-91.4208861	-17.4673000	-0.0076325	0.0511788	0.0517448	-6.7054014	1.7188387	-16.2959635	-2175.6084500	0.0294314	0.0663954	0.0726262	-0.2438404
0.1339806	-41.0843000	-91.1705696	-17.4502000	-0.0078200	0.0507879	0.0513864	-6.4946411	1.7235697	-16.3061738	-2126.2810709	0.0218049	0.0483903	0.0530762	-0.1847425
0.1359223	-41.6430000	-90.9167722	-17.4330000	-0.0075270	0.0513939	0.0519421	-6.8279585	1.7162191	-16.2677864	-2202.9086208	0.0368978	0.0805564	0.0886046	-0.2958474
0.1378641	-42.2000000	-90.6594937	-17.4155000	-0.0078766	0.0506377	0.0512467	-6.4288935	1.7251075	-16.2951098	-2111.0035197	0.0439186	0.0943573	0.1040776	-0.3784494
0.1398058	-42.7555000	-90.3990506	-17.3980000	-0.0073940	0.0516637	0.0521901	-6.9872903	1.7129480	-16.2361738	-2238.6278513	0.0446491	0.0944022	0.1044285	-0.3478434
0.1417476	-43.3094000	-90.1348101	-17.3802000	-0.0075150	0.0514391	0.0519852	-6.8448962	1.7158643	-16.2384352	-2204.1230319	0.0348691	0.0725732	0.0805154	-0.2897301
0.1436893	-43.8616000	-89.8674051	-17.3623000	-0.0074526	0.0515611	0.0520969	-6.9185454	1.7143413	-16.2228336	-2220.6651556	0.0469871	0.0962702	0.1071249	-0.3623702
0.1456311	-44.4122000	-89.5965190	-17.3443000	-0.0068571	0.0527597	0.0532035	-7.6941267	1.7000411	-16.1529265	-2400.0464273	0.0562472	0.1134678	0.1266439	-0.4096405
0.1475728	-44.9611000	-89.3224684	-17.3260000	-0.0073533	0.0517619	0.0522816	-7.0392902	1.7119119	-16.1934782	-2247.1706344	0.0549281	0.1091213	0.1221660	-0.4168565
0.1495146	-45.5084000	-89.0449367	-17.3076000	-0.0072139	0.0520386	0.0525362	-7.2136217	1.7085450	-16.1695113	-2286.9372044	0.0616276	0.1205915	0.1354263	-0.4781765
0.1514563	-46.0539000	-88.7639241	-17.2891000	-0.0069415	0.0525883	0.0530445	-7.5759167	1.7020349	-16.1315851	-2369.9820656	0.0543839	0.1048146	0.1180835	-0.3962034
0.1533981	-46.5976000	-88.4797468	-17.2704000	-0.0066060	0.0531920	0.0536006	-8.0520483	1.6943557	-16.0888537	-2482.0823948	0.0830957	0.1577852	0.1783286	-0.5962598
0.1553398	-47.1397000	-88.1920886	-17.2515000	-0.0067629	0.0529105	0.0533409	-7.8236442	1.6979247	-16.0936286	-2426.8360897	0.0739352	0.1383166	0.1568372	-0.5314877
0.1572816	-47.6799000	-87.9012658	-17.2324000	-0.0067068	0.0530097	0.0534323	-7.9038671	1.6966480	-16.0776158	-2444.8874554	0.0824875	0.1520693	0.1730008	-0.5928170
0.1592233	-48.2184000	-87.6069620	-17.2132000	-0.0063410	0.0536973	0.0540704	-8.4682871	1.6883396	-16.0302640	-2576.2591542	0.0704471	0.1279941	0.1461002	-0.4973088
0.1611651	-48.7550000	-87.3094937	-17.1938000	-0.0065694	0.0533022	0.0537056	-8.1137039	1.6934262	-16.0413726	-2490.5835946	0.0687102	0.1230502	0.1409342	-0.5111104
0.1631068	-49.2898000	-87.0085443	-17.1743000	-0.0058642	0.0545412	0.0548556	-9.3006863	1.6779038	-15.9615891	-2771.1531529	0.0820957	0.1449220	0.1665596	-0.5554679
0.1650486	-49.8228000	-86.7047468	-17.1546000	-0.0058910	0.0544690	0.0547867	-9.2461186	1.6785311	-15.9535744	-2757.9429317	0.1015594	0.1767293	0.2038321	-0.6854231
0.1669903	-50.3538000	-86.3971519	-17.1347000	-0.0057511	0.0547435	0.0550448	-9.5188738	1.6754668	-15.9275514	-2819.8562295	0.0925862	0.1588614	0.1838726	-0.6342146
0.1689321	-50.8830000	-86.0867089	-17.1147000	-0.0054388	0.0552814	0.0555483	-10.1643138	1.6688642	-15.8854308	-2971.6583170	0.0799620	0.1352870	0.1571512	-0.5292434
0.1708738	-51.4103000	-85.7727848	-17.0945000	-0.0050900	0.0558592	0.0560907	-10.9743476	1.6616670	-15.8399740	-3163.3995995	0.0944661	0.1576023	0.1837452	-0.6033144
0.1728156	-51.9356000	-85.4556962	-17.0741000	-0.0049751	0.0560169	0.0562374	-11.2594819	1.6593779	-15.8176220	-3231.3008480	0.1145400	0.1884618	0.2205386	-0.7202855
0.1747573	-52.4590000	-85.1354430	-17.0535000	-0.0051929	0.0556578	0.0558996	-10.7180079	1.6638279	-15.8264046	-3100.1429330	0.1234822	0.2003983	0.2353876	-0.8054057
0.1766991	-52.9804000	-84.8120253	-17.0328000	-0.0045499	0.0567107	0.0568929	-12.4642287	1.6508544	-15.7517818	-3515.0048605	0.1166806	0.1867788	0.2202287	-0.7087185
0.1786408	-53.4998000	-84.4854430	-17.0119000	-0.0048085	0.0562960	0.0565009	-11.7075479	1.6560045	-15.7640316	-3331.8549784	0.1192167	0.1882750	0.2228455	-0.7829771
0.1805825	-54.0171000	-84.1553797	-16.9909000	-0.0041064	0.0574007	0.0575474	-13.9784753	1.6422132	-15.6840498	-3873.4665822	0.1291836	0.2012460	0.2391409	-0.7667471
0.1825243	-54.5325000	-83.8224684	-16.9696000	-0.0040732	0.0574608	0.0576050	-14.1070712	1.6415644	-15.6675109	-3901.0288804	0.1241887	0.1908926	0.2277341	-0.7494039
0.1844660	-55.0458000	-83.4863924	-16.9482000	-0.0039725	0.0576216	0.0577584	-14.5052784	1.6396278	-15.6445195	-3993.2943048	0.1250384	0.1896449	0.2271559	-0.7554835
0.1864078	-55.5570000	-83.1468354	-16.9266000	-0.0038186	0.0578619	0.0579878	-15.1526262	1.6366959	-15.6162714	-4145.0798509	0.1199555	0.1795342	0.2159210	-0.7392633
0.1883495	-56.0662000	-82.8044304	-16.9049000	-0.0032090	0.0587651	0.0588526	-18.3126627	1.6253492	-15.5449391	-4900.2551983	0.1341157	0.1980829	0.2392151	-0.7903796
0.1902913	-56.5732000	-82.4588608	-16.8830000	-0.0025493	0.0597171	0.0597715	-23.4245525	1.6134607	-15.4689310	-6124.3926423	0.1508035	0.2197997	0.2665588	-0.8374916
0.1922330	-57.0781000	-82.1101266	-16.8608000	-0.0029904	0.0590694	0.0591451	-19.7532920	1.6213776	-15.4966115	-5239.2711065	0.1572151	0.2261687	0.2754431	-0.9120434
0.1941748	-57.5808000	-81.7585443	-16.8386000	-0.0020857	0.0603644	0.0604004	-28.9425028	1.6053338	-15.3968899	-7439.8272953	0.1655831	0.2350958	0.2875548	-0.8807014
0.1961165	-58.0814000	-81.4034810	-16.8161000	-0.0019371	0.0606031	0.0606340	-31.2860855	1.6027485	-15.3674356	-7991.4540264	0.1318775	0.1848403	0.2270630	-0.7391391
0.1980583	-58.5798000	-81.0455696	-16.7934000	-0.0018312	0.0607216	0.0607492	-33.1590103	1.6009449	-15.3433265	-8437.3078378	0.1750779	0.2422197	0.2988690	-0.9475726
0.2000000	-59.0760000	-80.6848101	-16.7706000	-0.0014729	0.0612090	0.0612268	-41.5566101	1.5948552	-15.2947528	-10443.1315869	0.1874771	0.2560503	0.3173475	-1.0045967
0.2019418	-59.5699000	-80.3208861	-16.7476000	-0.0011793	0.0615997	0.0616110	-52.2356623	1.5899380	-15.2521078	-12993.1416229	0.2012507	0.2713553	0.3378395	-1.0500938
0.2038835	-60.0616000	-79.9537975	-16.7244000	-0.0007299	0.0622345	0.0622388	-85.2631749	1.5825242	-15.1935915	-20875.7342020	0.1744964	0.2322941	0.2905332	-0.9098557
0.2058253	-60.5511000	-79.5835443	-16.7010000	-0.0005837	0.0624344	0.0624372	-106.9551154	1.5801458	-15.1639560	-26037.6053512	0.1599736	0.2102626	0.2642006	-0.8235593
0.2077670	-61.0383000	-79.2107595	-16.6775000	0.0003586	0.0636386	0.0636397	177.4718698	1.5651617	-15.0604019	41938.5596398	0.2010491	0.2609102	0.3293856	-0.9983180
0.2097088	-61.5232000	-78.8344937	-16.6537000	0.0002354	0.0634906	0.0634911	269.6937991	1.5670884	-15.0552762	63889.8854266	0.1884091	0.2414229	0.3062401	-0.9382634
0.2116505	-62.0057000	-78.4556962	-16.6297000	0.0002207	0.0634661	0.0634665	287.5855309	1.5673191	-15.0402956	68090.4634538	0.2172492	0.2748932	0.3503762	-1.0779553
0.2135923	-62.4859000	-78.0737342	-16.6056000	0.0012958	0.0648284	0.0648413	50.0279394	1.5508102	-14.9229210	11453.5030672	0.1989365	0.2485700	0.3183752	-0.9550827
0.2155340	-62.9638000	-77.6889241	-16.5813000	0.0017146	0.0653431	0.0653656	38.1087974	1.5445617	-14.8668734	8607.5606577	0.2019029	0.2491122	0.3206582	-0.9307069
0.2174758	-63.4393000	-77.3009494	-16.5568000	0.0022618	0.0660063	0.0660451	29.1830357	1.5365432	-14.7986444	6479.4084537	0.2162572	0.2635105	0.3408884	-0.9855347
0.2194175	-63.9124000	-76.9104430	-16.5320000	0.0022354	0.0659814	0.0660192	29.5166135	1.5369301	-14.7832261	6549.3282550	0.2164167	0.2604294	0.3386143	-0.9922279
0.2213593	-64.3832000	-76.5167722	-16.5071000	0.0026603	0.0664794	0.0665326	24.9891968	1.5308004	-14.7260753	5471.0544176	0.2431602	0.2889991	0.3776868	-1.1135748
0.2233010	-64.8514000	-76.1202532	-16.4820000	0.0031339	0.0670617	0.0671349	21.3987902	1.5240987	-14.6633344	4614.0894401	0.2011280	0.2360752	0.3101355	-0.8870093
0.2252427	-65.3173000	-75.7208861	-16.4567000	0.0038475	0.0678876	0.0679965	17.6446574	1.5141825	-14.5786493	3723.8180543	0.2290439	0.2655326	0.3506689	-1.0040759
0.2271845	-65.7807000	-75.3186709	-16.4312000	0.0047117	0.0688669	0.0690279	14.6162752	1.5024859	-14.4798208	3007.4107522	0.2419776	0.2770643	0.3678556	-1.0245066
0.2291262	-66.2416000	-74.9136076	-16.4054000	0.0044145	0.0685297	0.0686718	15.5237219	1.5064677	-14.4883523	3215.7379963	0.2447735	0.2768188	0.3695168	-1.0366875
0.2310680	-66.7000000	-74.5056962	-16.3795000	0.0049099	0.0690878	0.0692620	14.0712142	1.4998485	-14.4230780	2870.8714119	0.2563711	0.2863807	0.3843696	-1.0889230
0.2330097	-67.1559000	-74.0952532	-16.3534000	0.0055312	0.0697940	0.0700128	12.6181406	1.4917106	-14.3454240	2526.3703239	0.2390414	0.2637534	0.3559588	-0.9977005
0.2349515	-67.6093000	-73.6816456	-16.3270000	0.0060637	0.0703584	0.0706192	11.6032173	1.4848258	-14.2764936	2286.8123898	0.2770474	0.3019159	0.4097664	-1.1028169
0.2368932	-68.0601000	-73.2655063	-16.3005000	0.0068507	0.0712146	0.0715434	10.3952691	1.4748938	-14.1831110	2002.2628719	0.2710152	0.2917406	0.3981982	-1.0681507
0.2388350	-68.5084000	-72.8465190	-16.2737000	0.0069167	0.0712779	0.0716127	10.3052191	1.4740610	-14.1567027	1978.2410132	0.3039155	0.3231654	0.4436220	-1.2027128
0.2407767	-68.9541000	-72.4246835	-16.2467000	0.0074231	0.0718265	0.0722090	9.6760193	1.4678137	-14.0886381	1828.9801687	0.2876100	0.3020865	0.4171040	-1.1086109
0.2427185	-69.3971000	-72.0003165	-16.2195000	0.0077447	0.0721674	0.0725818	9.3182698	1.4638894	-14.0377111	1743.1551550	0.2891904	0.3000257	0.4167091	-1.0965879
0.2446602	-69.8376000	-71.5731013	-16.1921000	0.0090127	0.0734727	0.0740234	8.1521570	1.4487392	-13.8985419	1472.2744837	0.3179622	0.3258635	0.4552878	-1.1801785
0.2466020	-70.2755000	-71.1433544	-16.1645000	0.0097230	0.0742003	0.0748346	7.6314015	1.4405012	-13.8106848	1350.1349033	0.3157861	0.3196883	0.4493568	-1.1546889
0.2485437	-70.7107000	-70.7107595	-16.1366000	0.0099540	0.0744307	0.0750933	7.4774783	1.4378502	-13.7672253	1312.3768483	0.3366238	0.3366212	0.4760561	-1.2156955
0.2504855	-71.1432000	-70.2753165	-16.1085000	0.0108466	0.0753151	0.0760921	6.9436477	1.4277633	-13.6619033	1188.4113206	0.3314746	0.3274323	0.4659264	-1.1731128
0.2524272	-71.5731000	-69.8376582	-16.0802000	0.0111691	0.0756342	0.0764545	6.7717368	1.4241833	-13.6092359	1146.8982467	0.3349431	0.3268066	0.4679631	-1.1534660
0.2543690	-72.0003000	-69.3971519	-16.0517000	0.0124583	0.0768832	0.0778860	6.1712488	1.4101509	-13.4662590	1008.9077001	0.3456570	0.3331556	0.4800744	-1.1662204
0.2563107	-72.4247000	-68.9541139	-16.0229000	0.0128938	0.0772896	0.0783577	5.9943160	1.4054939	-13.4025383	967.0298580	0.3742598	0.3563336	0.5167630	-1.2687893
0.2582525	-72.8464000	-68.5082278	-15.9939000	0.0139046	0.0782442	0.0794701	5.6272010	1.3949241	-13.2846771	882.5668976	0.3757971	0.3534234	0.5158794	-1.2356723
0.2601942	-73.2654000	-68.0601266	-15.9646000	0.0142104	0.0785401	0.0798153	5.5269640	1.3918016	-13.2318746	857.8778030	0.3573454	0.3319612	0.4877437	-1.1702931
0.2621360	-73.6817000	-67.6091772	-15.9351000	0.0147254	0.0790164	0.0803767	5.3659891	1.3865509	-13.1595280	819.9799442	0.3671958	0.3369142	0.4983411	-1.1520726
0.2640777	-74.0951000	-67.1560127	-15.9054000	0.0158547	0.0800441	0.0815992	5.0486110	1.3752531	-13.0295569	747.7164953	0.3760360	0.3408047	0.5074948	-1.1642246
0.2660195	-74.5058000	-66.7000000	-15.8754000	0.0163576	0.0804932	0.0821384	4.9208471	1.3703094	-12.9576483	717.6435906	0.3797750	0.3400010	0.5097350	-1.1934413
